date,membership_tier,daily_visitors,new_registrations,inactive_members,net_change,return_rate,avg_ticket_price,daily_revenue,arpv,fast_pass_attachment_rate,avg_ancillary_spend,month,dow
2024-12-31,standard_pass,1032,254,20,234,0.6457,79.0,168584.66,163.36,0.2222,71.25,12,1
2024-12-31,premium_pass,599,95,11,84,0.7674,139.0,143317.13,239.26,0.6506,61.88,12,1
2024-12-31,vip_pass,82,17,1,16,0.8306,249.0,32646.79,398.13,0.8467,99.18,12,1
2025-01-01,standard_pass,453,49,9,40,0.6385,69.04,59994.23,132.44,0.2301,49.82,1,2
2025-01-01,premium_pass,265,16,5,11,0.6819,139.0,62836.48,237.12,0.5695,64.52,1,2
2025-01-01,vip_pass,34,2,0,2,0.859,235.31,13563.52,398.93,0.8862,111.33,1,2
2025-01-02,standard_pass,602,45,12,33,0.6532,79.0,99033.15,164.51,0.2041,73.47,1,3
2025-01-02,premium_pass,347,30,6,24,0.8067,115.24,75120.56,216.49,0.5718,67.51,1,3
2025-01-02,vip_pass,54,3,1,2,0.7877,249.0,23569.02,436.46,0.9382,132.11,1,3
2025-01-03,standard_pass,794,59,15,44,0.6755,79.0,128263.88,161.54,0.1563,73.32,1,4
2025-01-03,premium_pass,452,44,9,35,0.8345,139.0,109424.89,242.09,0.4605,75.92,1,4
2025-01-03,vip_pass,65,6,1,5,0.8248,217.74,25060.57,385.55,0.9422,112.22,1,4
2025-01-04,standard_pass,862,88,17,71,0.6589,79.0,129207.43,149.89,0.2081,58.62,1,5
2025-01-04,premium_pass,543,59,10,49,0.6809,139.0,137066.54,252.42,0.5619,80.27,1,5
2025-01-04,vip_pass,72,8,1,7,0.8631,221.77,26737.03,371.35,0.9921,91.05,1,5
2025-01-05,standard_pass,815,70,16,54,0.6967,68.31,103096.79,126.5,0.1347,50.24,1,6
2025-01-05,premium_pass,570,50,11,39,0.7166,131.55,136410.61,239.32,0.6398,70.02,1,6
2025-01-05,vip_pass,73,6,1,5,0.7771,205.27,28481.64,390.16,0.9346,129.75,1,6
2025-01-06,standard_pass,547,36,10,26,0.6555,79.0,80888.45,147.88,0.199,57.14,1,0
2025-01-06,premium_pass,299,19,5,14,0.7608,139.0,73351.95,245.32,0.5202,75.63,1,0
2025-01-06,vip_pass,41,4,0,4,0.9178,249.0,16171.92,394.44,0.8703,94.09,1,0
2025-01-07,standard_pass,514,51,10,41,0.6684,79.0,75335.13,146.57,0.1711,57.47,1,1
2025-01-07,premium_pass,325,24,6,18,0.741,139.0,82764.41,254.66,0.5484,83.3,1,1
2025-01-07,vip_pass,44,3,0,3,0.813,232.69,16752.53,380.74,0.89,95.54,1,1
2025-01-08,standard_pass,561,39,11,28,0.66,64.79,78242.56,139.47,0.1752,64.34,1,2
2025-01-08,premium_pass,335,33,6,27,0.7015,139.0,79868.31,238.41,0.599,64.07,1,2
2025-01-08,vip_pass,49,3,0,3,0.8502,249.0,21256.14,433.8,0.845,134.95,1,2
2025-01-09,standard_pass,640,50,12,38,0.6279,79.0,93143.99,145.54,0.1783,56.02,1,3
2025-01-09,premium_pass,396,30,7,23,0.708,139.0,99599.05,251.51,0.504,82.78,1,3
2025-01-09,vip_pass,53,3,1,2,0.8311,249.0,22067.04,416.36,0.9746,109.86,1,3
2025-01-10,standard_pass,818,41,16,25,0.6454,79.0,118000.42,144.25,0.273,49.15,1,4
2025-01-10,premium_pass,456,38,9,29,0.8001,139.0,120480.01,264.21,0.5349,93.65,1,4
2025-01-10,vip_pass,67,7,1,6,0.823,249.0,27745.92,414.12,0.8753,113.47,1,4
2025-01-11,standard_pass,990,54,19,35,0.6694,79.0,157137.38,158.72,0.165,69.99,1,5
2025-01-11,premium_pass,498,29,9,20,0.7693,139.0,121962.61,244.9,0.5841,71.44,1,5
2025-01-11,vip_pass,78,8,1,7,0.8654,249.0,31311.56,401.43,0.9402,96.96,1,5
2025-01-12,standard_pass,942,50,18,32,0.6531,79.0,143195.33,152.01,0.1043,66.86,1,6
2025-01-12,premium_pass,504,46,10,36,0.7873,139.0,125437.36,248.88,0.6916,69.08,1,6
2025-01-12,vip_pass,68,3,1,2,0.83,249.0,28477.62,418.79,0.8428,120.06,1,6
2025-01-13,standard_pass,558,41,11,30,0.6,79.0,74999.09,134.41,0.1453,46.84,1,0
2025-01-13,premium_pass,313,37,6,31,0.7285,139.0,81457.03,260.25,0.6205,84.64,1,0
2025-01-13,vip_pass,47,3,0,3,0.8166,249.0,19527.56,415.48,1.0,107.48,1,0
2025-01-14,standard_pass,526,45,10,35,0.691,79.0,82721.47,157.27,0.2263,64.91,1,1
2025-01-14,premium_pass,301,30,6,24,0.7793,139.0,70780.97,235.15,0.58,61.93,1,1
2025-01-14,vip_pass,49,2,0,2,0.8506,227.07,17660.53,360.42,0.8123,85.42,1,1
2025-01-15,standard_pass,554,50,11,39,0.6636,79.0,87432.98,157.82,0.2317,65.15,1,2
2025-01-15,premium_pass,339,16,6,10,0.7528,139.0,82978.19,244.77,0.5282,74.61,1,2
2025-01-15,vip_pass,51,4,1,3,0.845,249.0,20215.45,396.38,0.9577,90.88,1,2
2025-01-16,standard_pass,688,44,13,31,0.6782,79.0,103735.67,150.78,0.1588,62.41,1,3
2025-01-16,premium_pass,395,28,7,21,0.7192,139.0,97425.09,246.65,0.608,71.78,1,3
2025-01-16,vip_pass,49,3,0,3,0.7869,249.0,19727.29,402.6,0.891,101.03,1,3
2025-01-17,standard_pass,830,97,16,81,0.683,79.0,117146.51,141.14,0.2106,49.72,1,4
2025-01-17,premium_pass,479,41,9,32,0.7737,139.0,127252.45,265.66,0.5953,91.54,1,4
2025-01-17,vip_pass,69,5,1,4,0.7809,249.0,29290.71,424.5,0.9684,118.37,1,4
2025-01-18,standard_pass,839,61,16,45,0.6334,68.53,114898.39,136.95,0.2277,54.98,1,5
2025-01-18,premium_pass,532,36,10,26,0.7651,139.0,126401.97,237.6,0.5355,67.01,1,5
2025-01-18,vip_pass,74,6,1,5,0.8546,249.0,31387.86,424.16,0.9609,118.47,1,5
2025-01-19,standard_pass,886,84,17,67,0.6533,79.0,133575.36,150.76,0.1992,60.01,1,6
2025-01-19,premium_pass,504,34,10,24,0.7913,139.0,125098.24,248.21,0.631,71.98,1,6
2025-01-19,vip_pass,78,6,1,5,0.8322,249.0,32775.56,420.2,0.9713,113.89,1,6
2025-01-20,standard_pass,554,65,11,54,0.6515,79.0,85085.5,153.58,0.2561,59.47,1,0
2025-01-20,premium_pass,282,29,5,24,0.7249,139.0,74950.31,265.78,0.6349,89.32,1,0
2025-01-20,vip_pass,40,4,0,4,0.8473,249.0,16709.44,417.74,0.8446,118.91,1,0
2025-01-21,standard_pass,551,54,11,43,0.6116,79.0,86431.07,156.86,0.1752,67.52,1,1
2025-01-21,premium_pass,336,25,6,19,0.7965,139.0,88566.95,263.59,0.596,89.43,1,1
2025-01-21,vip_pass,42,3,0,3,0.8207,234.84,15989.97,380.71,0.8426,96.16,1,1
2025-01-22,standard_pass,644,51,12,39,0.651,79.0,88893.88,138.03,0.2351,45.16,1,2
2025-01-22,premium_pass,363,41,7,34,0.7711,139.0,91229.2,251.32,0.5739,78.46,1,2
2025-01-22,vip_pass,45,2,0,2,0.8512,249.0,18999.73,422.22,0.9314,118.26,1,2
2025-01-23,standard_pass,574,52,11,41,0.6653,79.0,85376.17,148.74,0.1837,58.9,1,3
2025-01-23,premium_pass,373,23,7,16,0.7239,139.0,90227.97,241.9,0.6332,65.54,1,3
2025-01-23,vip_pass,54,3,1,2,0.784,249.0,21602.42,400.04,0.8973,98.1,1,3
2025-01-24,standard_pass,852,95,17,78,0.6639,67.84,122332.94,143.58,0.1584,66.4,1,4
2025-01-24,premium_pass,476,44,9,35,0.7255,126.19,111267.53,233.76,0.5072,77.64,1,4
2025-01-24,vip_pass,68,4,1,3,0.7949,211.94,26365.21,387.72,0.858,125.17,1,4
2025-01-25,standard_pass,997,86,19,67,0.6355,79.0,136823.11,137.23,0.2177,45.39,1,5
2025-01-25,premium_pass,586,49,11,38,0.7677,123.32,138358.12,236.11,0.569,79.21,1,5
2025-01-25,vip_pass,72,5,1,4,0.8687,234.19,27666.0,384.25,0.9633,93.23,1,5
2025-01-26,standard_pass,843,57,16,41,0.6717,79.0,117118.26,138.93,0.2424,45.63,1,6
2025-01-26,premium_pass,490,26,9,17,0.7452,139.0,121799.28,248.57,0.5341,78.06,1,6
2025-01-26,vip_pass,70,8,1,7,0.8343,249.0,28693.58,409.91,0.9636,104.06,1,6
2025-01-27,standard_pass,518,52,10,42,0.6841,79.0,75940.92,146.6,0.2123,55.08,1,0
2025-01-27,premium_pass,311,17,6,11,0.7386,139.0,80861.29,260.0,0.514,90.68,1,0
2025-01-27,vip_pass,40,3,0,3,0.8777,249.0,17372.85,434.32,0.9638,128.45,1,0
2025-01-28,standard_pass,568,45,11,34,0.6482,79.0,87021.73,153.21,0.1826,63.44,1,1
2025-01-28,premium_pass,348,29,6,23,0.7825,139.0,83657.82,240.4,0.5262,70.35,1,1
2025-01-28,vip_pass,46,3,0,3,0.7871,206.55,15970.61,347.19,0.8962,87.77,1,1
2025-01-29,standard_pass,558,28,11,17,0.6057,79.0,81360.82,145.81,0.2711,50.81,1,2
2025-01-29,premium_pass,335,25,6,19,0.7526,139.0,86756.71,258.98,0.6287,82.88,1,2
2025-01-29,vip_pass,48,4,0,4,0.8948,249.0,18625.04,388.02,0.8269,90.23,1,2
2025-01-30,standard_pass,667,43,13,30,0.6018,79.0,92552.96,138.76,0.1736,49.51,1,3
2025-01-30,premium_pass,366,38,7,31,0.7361,139.0,91288.92,249.42,0.4358,84.71,1,3
2025-01-30,vip_pass,52,3,1,2,0.8358,249.0,21038.24,404.58,0.9682,98.46,1,3
2025-01-31,standard_pass,840,44,16,28,0.6363,79.0,140438.43,167.19,0.2842,71.42,1,4
2025-01-31,premium_pass,453,39,9,30,0.7737,113.57,99150.46,218.88,0.5241,74.38,1,4
2025-01-31,vip_pass,67,6,1,5,0.8119,249.0,28690.14,428.21,0.9449,123.46,1,4
2025-02-01,standard_pass,1027,75,20,55,0.6329,79.0,157626.25,153.48,0.2021,62.56,2,5
2025-02-01,premium_pass,571,47,11,36,0.7917,139.0,134178.63,234.99,0.5127,65.74,2,5
2025-02-01,vip_pass,82,4,1,3,0.8725,249.0,33169.38,404.5,0.9587,98.94,2,5
2025-02-02,standard_pass,1059,57,21,36,0.632,79.0,162330.14,153.29,0.227,60.89,2,6
2025-02-02,premium_pass,586,63,11,52,0.7391,120.97,139653.47,238.32,0.6171,80.94,2,6
2025-02-02,vip_pass,73,5,1,4,0.8277,249.0,31832.9,436.07,0.8972,134.13,2,6
2025-02-03,standard_pass,591,36,11,25,0.6511,79.0,98885.72,167.32,0.2656,72.65,2,0
2025-02-03,premium_pass,353,35,7,28,0.7225,139.0,91497.98,259.2,0.612,84.09,2,0
2025-02-03,vip_pass,45,3,0,3,0.8501,249.0,19343.31,429.85,0.9533,124.61,2,0
2025-02-04,standard_pass,653,62,13,49,0.6274,79.0,89990.93,137.81,0.1747,48.5,2,1
2025-02-04,premium_pass,340,21,6,15,0.7764,126.22,83030.81,244.21,0.5752,84.05,2,1
2025-02-04,vip_pass,46,5,0,5,0.7716,249.0,18585.6,404.03,0.9689,97.87,2,1
2025-02-05,standard_pass,673,35,13,22,0.6444,79.0,99060.83,147.19,0.2806,51.64,2,2
2025-02-05,premium_pass,391,40,7,33,0.8197,139.0,102814.55,262.95,0.5536,91.29,2,2
2025-02-05,vip_pass,53,5,1,4,0.8184,249.0,21859.16,412.44,0.9853,105.3,2,2
2025-02-06,standard_pass,728,48,14,34,0.6918,79.0,113985.96,156.57,0.2256,64.27,2,3
2025-02-06,premium_pass,378,21,7,14,0.7466,139.0,99564.03,263.4,0.5842,89.93,2,3
2025-02-06,vip_pass,55,6,1,5,0.8022,249.0,21422.69,389.5,0.9143,86.56,2,3
2025-02-07,standard_pass,927,55,18,37,0.6457,79.0,145806.06,157.29,0.2117,65.8,2,4
2025-02-07,premium_pass,534,41,10,31,0.7149,139.0,133717.41,250.41,0.544,79.31,2,4
2025-02-07,vip_pass,73,4,1,3,0.7677,249.0,30376.7,416.12,0.9082,113.53,2,4
2025-02-08,standard_pass,995,78,19,59,0.677,79.0,147057.88,147.8,0.2762,52.5,2,5
2025-02-08,premium_pass,600,54,12,42,0.7426,139.0,138837.13,231.4,0.4649,64.96,2,5
2025-02-08,vip_pass,79,4,1,3,0.8636,249.0,33853.36,428.52,0.9837,121.48,2,5
2025-02-09,standard_pass,884,98,17,81,0.6448,79.0,149840.55,169.5,0.2749,74.28,2,6
2025-02-09,premium_pass,570,64,11,53,0.8117,139.0,150232.54,263.57,0.5081,94.59,2,6
2025-02-09,vip_pass,79,4,1,3,0.8432,249.0,32924.19,416.76,0.9834,109.74,2,6
2025-02-10,standard_pass,603,62,12,50,0.5917,79.0,94592.4,156.87,0.2198,64.9,2,0
2025-02-10,premium_pass,329,22,6,16,0.7229,139.0,83615.85,254.15,0.6205,78.54,2,0
2025-02-10,vip_pass,45,4,0,4,0.8399,249.0,17365.09,385.89,0.8793,85.01,2,0
2025-02-11,standard_pass,566,65,11,54,0.639,79.0,88706.21,156.72,0.2452,63.26,2,1
2025-02-11,premium_pass,390,29,7,22,0.7369,139.0,104321.29,267.49,0.5891,93.73,2,1
2025-02-11,vip_pass,51,3,1,2,0.8409,249.0,20653.49,404.97,0.886,103.7,2,1
2025-02-12,standard_pass,706,36,14,22,0.6647,79.0,101573.49,143.87,0.2085,52.57,2,2
2025-02-12,premium_pass,380,40,7,33,0.7335,139.0,94314.91,248.2,0.6055,73.47,2,2
2025-02-12,vip_pass,52,5,1,4,0.8111,249.0,20733.23,398.72,0.7891,103.16,2,2
2025-02-13,standard_pass,622,60,12,48,0.6096,79.0,99661.44,160.23,0.2059,69.08,2,3
2025-02-13,premium_pass,397,28,7,21,0.7085,139.0,103794.9,261.45,0.6251,85.57,2,3
2025-02-13,vip_pass,51,2,1,1,0.807,249.0,22120.0,433.73,0.8969,131.81,2,3
2025-02-14,standard_pass,867,65,17,48,0.6418,79.0,126634.45,146.06,0.2685,51.22,2,4
2025-02-14,premium_pass,491,35,9,26,0.7145,139.0,117085.99,238.46,0.6298,62.31,2,4
2025-02-14,vip_pass,67,5,1,4,0.825,249.0,26987.71,402.8,0.95,97.75,2,4
2025-02-15,standard_pass,932,50,18,32,0.6245,79.0,147608.27,158.38,0.1959,67.82,2,5
2025-02-15,premium_pass,531,47,10,37,0.7539,139.0,125934.45,237.16,0.461,70.97,2,5
2025-02-15,vip_pass,80,8,1,7,0.8227,232.73,31230.15,390.38,0.9347,102.49,2,5
2025-02-16,standard_pass,981,73,19,54,0.6571,79.0,137469.26,140.13,0.1702,51.09,2,6
2025-02-16,premium_pass,561,59,11,48,0.7244,139.0,144951.26,258.38,0.5896,84.6,2,6
2025-02-16,vip_pass,85,7,1,6,0.8442,249.0,32911.79,387.2,0.881,86.22,2,6
2025-02-17,standard_pass,565,41,11,30,0.6169,79.0,93971.44,166.32,0.253,72.4,2,0
2025-02-17,premium_pass,356,40,7,33,0.7119,139.0,88040.22,247.3,0.6693,68.81,2,0
2025-02-17,vip_pass,52,4,1,3,0.847,229.71,19117.0,367.63,0.8852,85.7,2,0
2025-02-18,standard_pass,631,47,12,35,0.6965,79.0,90120.44,142.82,0.2641,48.24,2,1
2025-02-18,premium_pass,326,29,6,23,0.8008,139.0,80988.63,248.43,0.5872,74.79,2,1
2025-02-18,vip_pass,49,2,0,2,0.8189,249.0,21218.26,433.03,0.9604,127.36,2,1
2025-02-19,standard_pass,640,32,12,20,0.6506,79.0,99461.84,155.41,0.1799,65.8,2,2
2025-02-19,premium_pass,345,21,6,15,0.7674,139.0,88710.52,257.13,0.603,82.55,2,2
2025-02-19,vip_pass,48,5,0,5,0.8094,249.0,19269.25,401.44,0.961,95.74,2,2
2025-02-20,standard_pass,621,39,12,27,0.6345,79.0,92664.11,149.22,0.1688,60.26,2,3
2025-02-20,premium_pass,397,27,7,20,0.7525,139.0,96305.86,242.58,0.5615,70.45,2,3
2025-02-20,vip_pass,61,6,1,5,0.8295,225.2,23070.21,378.2,0.9778,95.3,2,3
2025-02-21,standard_pass,853,46,17,29,0.6458,79.0,139265.54,163.27,0.2261,70.93,2,4
2025-02-21,premium_pass,500,51,10,41,0.7865,139.0,131069.64,262.14,0.604,87.5,2,4
2025-02-21,vip_pass,71,8,1,7,0.7403,249.0,30256.21,426.14,0.8655,126.08,2,4
2025-02-22,standard_pass,1018,63,20,43,0.6651,79.0,164114.44,161.21,0.2183,69.33,2,5
2025-02-22,premium_pass,533,44,10,34,0.7813,128.97,129920.73,243.75,0.6032,79.19,2,5
2025-02-22,vip_pass,78,5,1,4,0.8376,205.12,29620.22,379.75,0.8303,125.63,2,5
2025-02-23,standard_pass,900,59,18,41,0.6814,79.0,127785.41,141.98,0.0774,58.42,2,6
2025-02-23,premium_pass,599,55,11,44,0.689,139.0,149678.82,249.88,0.5179,80.33,2,6
2025-02-23,vip_pass,79,4,1,3,0.842,249.0,32369.58,409.74,0.8474,110.75,2,6
2025-02-24,standard_pass,538,51,10,41,0.6366,79.0,90474.86,168.17,0.2526,74.27,2,0
2025-02-24,premium_pass,324,29,6,23,0.7561,131.2,80396.47,248.14,0.5405,85.05,2,0
2025-02-24,vip_pass,50,4,1,3,0.7932,249.0,22042.09,440.84,1.0,132.84,2,0
2025-02-25,standard_pass,611,70,12,58,0.6827,79.0,91794.55,150.24,0.3383,51.28,2,1
2025-02-25,premium_pass,321,21,6,15,0.6786,139.0,86063.63,268.11,0.5896,94.32,2,1
2025-02-25,vip_pass,49,4,0,4,0.8412,249.0,19603.27,400.07,0.9928,92.49,2,1
2025-02-26,standard_pass,657,44,13,31,0.6382,74.88,91896.08,139.87,0.1819,54.26,2,2
2025-02-26,premium_pass,350,22,7,15,0.7299,139.0,93544.81,267.27,0.5868,93.65,2,2
2025-02-26,vip_pass,51,4,1,3,0.831,249.0,20473.36,401.44,0.9142,98.5,2,2
2025-02-27,standard_pass,643,61,12,49,0.6127,79.0,98362.13,152.97,0.2038,61.95,2,3
2025-02-27,premium_pass,427,24,8,16,0.7698,125.69,101865.72,238.56,0.6342,75.45,2,3
2025-02-27,vip_pass,62,3,1,2,0.7919,249.0,25377.25,409.31,0.9968,101.5,2,3
2025-02-28,standard_pass,943,106,18,88,0.675,79.0,134566.72,142.7,0.1885,52.58,2,4
2025-02-28,premium_pass,497,42,9,33,0.7284,139.0,117531.85,236.48,0.5338,65.99,2,4
2025-02-28,vip_pass,77,7,1,6,0.8372,249.0,33427.8,434.13,0.8867,132.81,2,4
2025-03-01,standard_pass,1361,91,27,64,0.6781,69.29,185788.59,136.51,0.2588,51.95,3,5
2025-03-01,premium_pass,825,88,16,72,0.7471,139.0,195067.27,236.45,0.5244,66.5,3,5
2025-03-01,vip_pass,138,16,2,14,0.7925,249.0,56597.46,410.13,0.9305,106.22,3,5
2025-03-02,standard_pass,1402,97,28,69,0.6732,79.0,200589.98,143.07,0.229,50.57,3,6
2025-03-02,premium_pass,876,87,17,70,0.7165,139.0,236615.97,270.11,0.6382,93.46,3,6
2025-03-02,vip_pass,131,10,2,8,0.8251,249.0,52349.74,399.62,0.9793,92.84,3,6
2025-03-03,standard_pass,851,74,17,57,0.6486,79.0,132943.58,156.22,0.2003,65.4,3,0
2025-03-03,premium_pass,517,58,10,48,0.7512,139.0,129847.52,251.16,0.5629,78.95,3,0
2025-03-03,vip_pass,69,4,1,3,0.8277,249.0,29016.25,420.53,0.97,114.29,3,0
2025-03-04,standard_pass,949,100,18,82,0.6181,79.0,157507.04,165.97,0.3031,69.09,3,1
2025-03-04,premium_pass,521,40,10,30,0.7576,139.0,127825.53,245.35,0.5449,74.2,3,1
2025-03-04,vip_pass,79,4,1,3,0.8722,249.0,31460.56,398.23,0.9442,93.53,3,1
2025-03-05,standard_pass,1049,100,20,80,0.6488,79.0,175820.72,167.61,0.2718,72.57,3,2
2025-03-05,premium_pass,612,49,12,37,0.7286,139.0,146155.29,238.82,0.5047,70.04,3,2
2025-03-05,vip_pass,77,8,1,7,0.8361,249.0,31111.4,404.04,0.8952,102.23,3,2
2025-03-06,standard_pass,936,64,18,46,0.6624,79.0,142024.09,151.74,0.2344,58.91,3,3
2025-03-06,premium_pass,594,66,11,55,0.7524,139.0,158953.74,267.6,0.66,89.66,3,3
2025-03-06,vip_pass,77,6,1,5,0.8372,249.0,32029.12,415.96,0.9403,111.48,3,3
2025-03-07,standard_pass,1256,108,25,83,0.6214,79.0,211210.07,168.16,0.3106,70.84,3,4
2025-03-07,premium_pass,703,57,14,43,0.8003,139.0,177999.82,253.2,0.5388,82.41,3,4
2025-03-07,vip_pass,116,9,2,7,0.8225,249.0,50472.7,435.11,0.9016,132.92,3,4
2025-03-08,standard_pass,1390,70,27,43,0.6503,79.0,185774.67,133.65,0.1532,45.61,3,5
2025-03-08,premium_pass,900,62,18,44,0.7373,139.0,233011.64,258.9,0.6153,83.6,3,5
2025-03-08,vip_pass,118,6,2,4,0.7814,249.0,50296.27,426.24,0.8851,125.02,3,5
2025-03-09,standard_pass,1445,133,28,105,0.685,79.0,211463.63,146.34,0.2386,53.26,3,6
2025-03-09,premium_pass,810,70,16,54,0.6878,126.18,180377.29,222.69,0.4919,67.48,3,6
2025-03-09,vip_pass,114,8,2,6,0.8432,249.0,46340.55,406.5,0.8483,107.45,3,6
2025-03-10,standard_pass,1392,89,27,62,0.5911,69.1,193956.73,139.34,0.1459,61.63,3,0
2025-03-10,premium_pass,815,81,16,65,0.7334,139.0,215359.52,264.24,0.544,93.15,3,0
2025-03-10,vip_pass,106,8,2,6,0.8041,249.0,43854.13,413.72,0.8988,111.69,3,0
2025-03-11,standard_pass,1364,69,27,42,0.6355,79.0,202484.62,148.45,0.2431,55.11,3,1
2025-03-11,premium_pass,871,62,17,45,0.7476,139.0,215872.78,247.84,0.574,74.98,3,1
2025-03-11,vip_pass,126,8,2,6,0.8304,249.0,54875.05,435.52,0.9046,133.14,3,1
2025-03-12,standard_pass,1583,131,31,100,0.6722,79.0,232770.99,147.04,0.2264,54.69,3,2
2025-03-12,premium_pass,859,58,17,41,0.8008,139.0,202452.01,235.68,0.5815,62.37,3,2
2025-03-12,vip_pass,135,14,2,12,0.8592,249.0,57921.72,429.05,0.8575,129.46,3,2
2025-03-13,standard_pass,1754,152,35,117,0.6711,79.0,258562.62,147.41,0.2376,54.4,3,3
2025-03-13,premium_pass,1006,65,20,45,0.7797,139.0,247941.17,246.46,0.5649,74.13,3,3
2025-03-13,vip_pass,128,9,2,7,0.805,249.0,51103.52,399.25,0.8923,97.6,3,3
2025-03-14,standard_pass,2054,158,41,117,0.6486,64.26,288766.26,140.59,0.2305,62.72,3,4
2025-03-14,premium_pass,1233,97,24,73,0.731,139.0,308990.34,250.6,0.5752,77.67,3,4
2025-03-14,vip_pass,160,9,3,6,0.7927,249.0,63725.7,398.29,0.9425,93.68,3,4
2025-03-15,standard_pass,2640,289,52,237,0.6284,79.0,391817.18,148.42,0.1637,59.76,3,5
2025-03-15,premium_pass,1275,123,25,98,0.7784,139.0,333445.75,261.53,0.5828,88.14,3,5
2025-03-15,vip_pass,213,12,4,8,0.7951,249.0,85282.27,400.39,0.9021,98.16,3,5
2025-03-16,standard_pass,2359,185,47,138,0.6294,73.37,339799.26,144.04,0.2782,54.27,3,6
2025-03-16,premium_pass,1404,125,28,97,0.7351,139.0,317889.16,226.42,0.4126,63.07,3,6
2025-03-16,vip_pass,200,22,4,18,0.8151,249.0,79969.67,399.85,1.0,91.85,3,6
2025-03-17,standard_pass,865,50,17,33,0.6977,79.0,130604.49,150.99,0.213,59.42,3,0
2025-03-17,premium_pass,553,54,11,43,0.7414,139.0,131631.56,238.03,0.6375,61.42,3,0
2025-03-17,vip_pass,66,4,1,3,0.8632,249.0,27725.68,420.09,0.9043,117.73,3,0
2025-03-18,standard_pass,956,87,19,68,0.6802,79.0,128092.29,133.99,0.1266,47.52,3,1
2025-03-18,premium_pass,588,34,11,23,0.7803,139.0,142879.66,242.99,0.5134,73.7,3,1
2025-03-18,vip_pass,72,5,1,4,0.8779,249.0,31215.49,433.55,0.8876,132.18,3,1
2025-03-19,standard_pass,882,75,17,58,0.6731,70.0,135863.44,154.04,0.2277,70.61,3,2
2025-03-19,premium_pass,537,59,10,49,0.7559,139.0,126934.13,236.38,0.6069,61.57,3,2
2025-03-19,vip_pass,87,7,1,6,0.798,249.0,34047.67,391.35,0.9174,88.22,3,2
2025-03-20,standard_pass,1041,97,20,77,0.6905,79.0,161897.16,155.52,0.2212,63.47,3,3
2025-03-20,premium_pass,540,53,10,43,0.7968,139.0,129449.37,239.72,0.4824,72.26,3,3
2025-03-20,vip_pass,92,5,1,4,0.8217,249.0,36525.24,397.01,0.8864,95.72,3,3
2025-03-21,standard_pass,1318,106,26,80,0.6493,79.0,207585.12,157.5,0.2171,65.69,3,4
2025-03-21,premium_pass,790,78,15,63,0.7311,139.0,206548.48,261.45,0.5651,89.11,3,4
2025-03-21,vip_pass,118,9,2,7,0.8536,234.43,45633.48,386.72,0.8311,103.25,3,4
2025-03-22,standard_pass,1636,171,32,139,0.6678,79.0,262260.46,160.31,0.2909,64.14,3,5
2025-03-22,premium_pass,904,80,18,62,0.7631,139.0,214350.61,237.11,0.5963,62.93,3,5
2025-03-22,vip_pass,125,10,2,8,0.8236,249.0,52291.05,418.33,0.9826,111.35,3,5
2025-03-23,standard_pass,1323,123,26,97,0.64,79.0,206026.31,155.73,0.2359,62.81,3,6
2025-03-23,premium_pass,793,46,15,31,0.7483,139.0,190290.45,239.96,0.5927,66.0,3,6
2025-03-23,vip_pass,125,11,2,9,0.8091,249.0,51057.51,408.46,0.9321,104.46,3,6
2025-03-24,standard_pass,831,68,16,52,0.6801,79.0,120651.49,145.19,0.2048,54.1,3,0
2025-03-24,premium_pass,540,56,10,46,0.7011,139.0,126925.63,235.05,0.6078,60.19,3,0
2025-03-24,vip_pass,72,5,1,4,0.8636,249.0,29858.59,414.7,0.8516,115.46,3,0
2025-03-25,standard_pass,982,67,19,48,0.5664,69.8,148148.09,150.86,0.2749,64.85,3,1
2025-03-25,premium_pass,545,55,10,45,0.7287,123.64,124165.32,227.83,0.5859,69.62,3,1
2025-03-25,vip_pass,70,5,1,4,0.7721,249.0,29559.13,422.27,0.9506,117.19,3,1
2025-03-26,standard_pass,939,96,18,78,0.6887,79.0,132813.02,141.44,0.2898,45.34,3,2
2025-03-26,premium_pass,589,44,11,33,0.7046,139.0,145313.15,246.71,0.6067,71.91,3,2
2025-03-26,vip_pass,80,5,1,4,0.7921,249.0,31507.41,393.84,0.9228,90.4,3,2
2025-03-27,standard_pass,1114,126,22,104,0.7031,79.0,174307.12,156.47,0.23,63.9,3,3
2025-03-27,premium_pass,579,41,11,30,0.748,139.0,145494.49,251.29,0.7161,70.03,3,3
2025-03-27,vip_pass,83,4,1,3,0.7923,249.0,34455.21,415.12,0.964,109.25,3,3
2025-03-28,standard_pass,1245,107,24,83,0.6829,75.01,174079.21,139.82,0.1193,57.77,3,4
2025-03-28,premium_pass,733,73,14,59,0.7818,139.0,188473.39,257.13,0.5583,85.18,3,4
2025-03-28,vip_pass,99,10,1,9,0.8048,211.01,39711.32,401.12,0.9544,133.8,3,4
2025-03-29,standard_pass,1438,117,28,89,0.6475,79.0,236467.41,164.44,0.2008,73.59,3,5
2025-03-29,premium_pass,884,94,17,77,0.7331,139.0,224124.44,253.53,0.5829,80.14,3,5
2025-03-29,vip_pass,137,15,2,13,0.8085,249.0,59232.93,432.36,0.8853,131.12,3,5
2025-03-30,standard_pass,1560,162,31,131,0.653,79.0,214141.14,137.27,0.0961,52.6,3,6
